Feature	Importance
Vragen_d	0.00043894378804955195
Freq5000_inhwrd	0.0004353844261208989
Gebeuren_abstr_nw_d	0.0004181458830286155
Pers_vnw1_d	0.00041169212730261584
Freq1000_inhwrd	0.00040223645987271986
Voed_verz_nw_p	0.00039985743151487607
Vd_vrij_d	0.00039439577548187313
Lijdv_d	0.0003863362334909109
Vragen_p	0.0003862249096160682
Pv_hzin_per_zin	0.00037668127903076125
Gebeuren_abstr_nw_p	0.0003670793263161652
Abstr_ww_d	0.0003530527861405215
Int_d	0.0003509239105574559
Pers_vnw2_d	0.0003434219632830736
Alg_ww_rel_sit_d	0.00033856140868426257
Alg_ev_bvnw_d	0.00033747443684010563
Freq20000_nw	0.00033134876686560067
Alg_nw_kenn_d	0.00032829329714458136
Freq10000	0.0003273091284921584
Conc_ww_p	0.00032153956664712844
Samenst_p	0.0003047258427372428
Freq20000_inhwrd_zonder_abw	0.00030334841582563
Int_bvbw_d	0.0003022542534015527
Conc_bvnw_strikt_d	0.0002947952783170907
Subst_conc_nw_d	0.0002916229831973788
Ruimte_MTLD	0.00028881689280004896
Arg_over_buf_d	0.00026660467399768957
Ruimte_d	0.0002627073379024155
Pv_ww1_per_zin	0.0002594127809173296
Freq20000_corr	0.0002518503142658701
Freq50_staph	0.00024801374912017377
Namen_p	0.0002475954574545397
Arg_over_vzin_d	0.0002429560017259666
Freq5000_nw_corr	0.00024211578893571905
Attr_bijv_nw_dz	0.00021966905836273763
Ww_d	0.0002142421347008731
TTR_lem	0.00020190752018635908
Plaats_nw_p	0.0001940107431637034
Procesww_p	0.0001854233009605327
PlantDier_nw_d	0.00017509339754332841
Ov_abstr_nw_d	0.00017335923711615366
Int_nw_d	0.00017308024396098975
TTR_wrd	0.00012664375774512076
Emotie_d	0.00011884033482703393
Inhwrd_d_zonder_abw	0.00011092158245345662
Conn_reeks_wg_MTLD	0.00010987645133869801
Bijw_bep_alg_dz	0.00010912503019951891
Wrd_freq_log_nw_corr	9.883103752752907e-05
Waarn_nmens_bvnw_d	8.760628791537455e-05
Alg_nw_kenn_p	7.365002397760055e-05
Subst_conc_nw_p	6.909763655361758e-05
Conc_bvnw_ruim_d	5.02521554432291e-05
Conn_comp_MTLD	4.008902657806235e-05
Vnw_d	3.684586360637551e-05
