Feature	Importance
Let_per_wrd_corr	0.11116981642428486
Let_per_wrd_zn	0.10127599524136725
Let_per_wrd	0.08224261738465988
Wrd_per_let	0.07898785397302328
AL_gem	0.07449548698004761
Props_dz_tot	0.0713542928412114
Wrd_per_let_zn	0.06671950834009001
Wrd_per_zin	0.022732886580735957
Wrd_per_morf	0.021120847464108285
AL_max	0.020355782191001634
Wrd_per_morf_zn	0.020105514577184867
Wrd_per_dz	0.018922581395163642
Zin_per_wrd	0.017410403124785596
Morf_per_wrd_zn	0.014972053016984328
Morf_per_wrd	0.014882263617953978
Dzin_per_wrd	0.014359153173634242
Let_per_wrd_nsam	0.011348040002126485
Wrd_per_nwg	0.011066667246930116
Let_per_wrd_nw_corr	0.010831610224045747
AL_sub_ww	0.008677393092147472
Fin_bijzin_per_zin	0.005896561281135202
Bijzin_per_zin	0.005608918343386448
Conc_tot_d	0.004648782347743393
Word_per_doc	0.004458244097585149
Bijv_bep_dz	0.004233287524362742
Let_per_wrd_nw	0.004124491891039093
Int_ww_d	0.00360654473266067
Bijw_bijzin_per_zin	0.003346851702529145
Inhwrd_dz	0.0032485260709106205
Tijd_nw_p	0.0031345624584603617
Conc_tot_p	0.0029863458355738814
MTLD_inhwrd_zonder_abw	0.002833730530944876
MTLD_inhwrd	0.0026766755370644002
Lem_over_buf_dz	0.002633604879653601
Hzin_conj	0.0026209303613181066
Bijw_bep_dz	0.0024199987379686506
TTR_inhwrd_zonder_abw	0.002415065182581787
Conn_reeks_wg_d	0.002363323905320722
Conn_caus_MTLD	0.0023265745915276065
Pv_bijzin_per_zin	0.002201873647584539
Ww_tt_p	0.002120746446993273
Pv_Frog_per_zin	0.0021144136848252133
Tijd_d	0.0021111890535525004
Ov_bijv_bep_dz	0.002104724505954302
Pv_Alpino_per_zin	0.002093695228850735
TTR_inhwrd	0.0019783999418599807
Inhwrd_dz_zonder_abw	0.0019312985899968846
Pv_Frog_d	0.0018436318220665668
Wrd_prev_z	0.0018369133693840252
Bijv_bep_dz_zbijzin	0.0017391481741032568
Conn_caus_dz	0.0016510412441094202
Conn_MTLD	0.0015672399355959965
Conc_nw_strikt_p	0.0015252770309986826
Bijw_bep_dz_zbijzin	0.001519478412837505
Conn_reeks_wg_dz	0.0015118692776317532
Conn_temp_MTLD	0.001510815515211739
Waarn_nmens_bvnw_d	0.001443091574191592
Spec_positief_bvnw_d	0.001442569318170701
Vg_d	0.0014257344327711838
Bijzin_conj	0.001395485914836242
Tijd_nw_d	0.0013500164447577826
Conc_ww_d	0.0013205651896133774
Interp_d	0.001306397328004284
Arg_over_vzin_dz	0.0012424507460114468
Alg_ww_p	0.0011779085346745987
Compl_bijzin_per_zin	0.0011624353039280113
Conn_contr_MTLD	0.0011576767790794074
Alg_nw_d	0.0011545168289365936
Ww_tt_dz	0.001123520652863494
Ontk_zin_d	0.0011194002428035093
Form_ww_d	0.001119343841000424
Gebeuren_conc_nw_p	0.0010890889611288336
Form_d_z_vnw	0.001074138695006363
Lem_freq_log_zonder_abw	0.0010448769149954363
Conn_dz	0.0010000772681183288
TTR_lem	0.0009918755612762238
Abstr_ww_p	0.0009641727328709114
Arg_over_buf_dz	0.0009594608393857463
Alg_ww_afz_sit_d	0.0009514636160093648
Tijd_MTLD	0.0009488776474911165
Lem_over_vzin_d	0.000937882652094566
Ov_bijv_bep_d	0.0009374242188516465
Alg_ww_afz_sit_p	0.0009322848298019715
D_level	0.0008885138542638108
