Feature	Importance
Wrd_per_let	0.12204911454675756
Wrd_per_let_zn	0.1182083282747635
Let_per_wrd	0.1068466383904672
Let_per_wrd_corr	0.09631388899454393
AL_gem	0.07685765429142707
Let_per_wrd_zn	0.07516878318590779
Dzin_per_wrd	0.046928151544150865
Zin_per_wrd	0.0454890101294869
AL_max	0.035782195511799945
Props_dz_tot	0.03471948218854002
Wrd_per_zin	0.029260654701862156
Morf_per_wrd	0.028354306091118744
Let_per_wrd_nw_corr	0.028112476840207026
Wrd_per_morf_zn	0.023859745644352195
Wrd_per_dz	0.02286406411143314
AL_sub_ww	0.020440688122605993
Wrd_per_morf	0.020318208918927577
Morf_per_wrd_zn	0.018545958845584867
Wrd_per_nwg	0.015532552400549397
Bijzin_per_zin	0.014079563265654018
Let_per_wrd_nsam	0.01038851245138106
Fin_bijzin_per_zin	0.00988002154847903
