Feature	Importance
Wrd_freq_log_nw_corr	0.0007255113845270707
Toestww_p	0.0007218242831473726
Onbep_nwg_dz	0.0007154440494174277
Freq5000_nw_corr	0.0007129955126310583
Spec_bijw_d	0.0007073936067710313
Stof_bvnw_d	0.0006916185981256873
Conn_contr_dz	0.0006894875102559755
Gebr_vw_nw_p	0.000666987140397159
Plaats_nw_p	0.0006618532615071928
Lijdv_d	0.0006519841490879272
Bijzin_per_zin	0.0006433297014761418
Lem_freq_log	0.0006174701486209306
Wrd_prev	0.0006043535055282696
Int_combi_d	0.0006018663315096786
Actieww_d	0.0005962640911916542
Conn_caus_MTLD	0.0005940033373035237
Wrd_freq_log_ong_nw	0.000563394810468085
Ov_bijv_bep_dz	0.0005445215049913996
Betr_bijzin_per_zin	0.0005309428960294831
Alg_ww_hand_p	0.0005255796417054639
Wrd_freq_log_corr_zonder_abw	0.0005212336675675386
Inhwrd_d	0.0004984891935745795
Freq1000_inhwrd	0.0004973538545293803
Alg_ww_afz_sit_d	0.0004915731140383566
Freq77_Staph	0.00048544727923778715
Alg_nw_hand_d	0.0004747420607592412
Conc_nw_strikt_d	0.0004727433042839693
Conc_bvnw_strikt_d	0.0004691799967574999
Ontk_zin_dz	0.00046782216665663045
Infin_compl_bep_per_zin	0.0004573012816264871
Gebeuren_conc_nw_p	0.0004509034444831084
Freq3000	0.00044707970672379246
Wrd_freq_log_zonder_abw	0.0004380790109949213
Freq1000_nw_corr	0.0004364047918044457
Freq5000_inhwrd_zonder_abw	0.0004336391062086443
Alg_nw_d	0.00043353280804496995
Voed_verz_nw_d	0.00043300973073286114
Freq20000_inhwrd_zonder_abw	0.00043041601720318346
Emosoc_bvnw_d	0.0004274285609988901
Gedekte_nw_p	0.0004223003135207715
Infin_nw_d	0.00042071268541083015
Conn_dz	0.0004203442197419544
Pers_vnw2_d	0.00039932332048435546
Conn_temp_d	0.00039552356110813944
Freq2000_inhwrd	0.0003854017962346138
Freq1000_corr	0.0003726155405889272
Conc_tot_p	0.00035281682154590036
Alg_ww_afz_sit_p	0.0003511805331198064
Bijw_bep_alg_dz	0.000342956525681264
D_level	0.0003361356374476892
Bijw_bijzin_per_zin	0.00031154212861680367
Mv_inbed_per_zin	0.00030872412357948846
Freq5000_inhwrd	0.00030210284531713503
Zin_per_doc	0.0003010800503054192
Pv_bijzin_per_zin	0.0002962037305503768
Wrd_freq_log_corr	0.00029039325293976387
Vnw_d	0.0002703250667559381
Vragen_d	0.0002648985868350886
MTLD_namen	0.0002637613154786131
Freq10000_inhwrd	0.0002625502734579742
Actieww_p	0.00025421502529643646
Onbep_nwg_p	0.0002506502331566697
Alg_nw_kenn_d	0.00024700932076910677
Freq1000_inhwrd_zonder_abw	0.00024404367689499993
Conc_ww_d	0.00024304279225796145
Concr_ov_nw_d	0.00023654169077375105
Int_nw_d	0.00023268655103718402
Organisatie_nw_d	0.0002309163573463396
D_level_gt4_p	0.00022905154269084097
Wrd_freq_zn_log_zonder_abw	0.00022215186249850867
Form_bw_d	0.00021865810661767657
Dekking_inhwrd_prev	0.00021116487178627502
Freq20000	0.0002090521494995412
Conn_d	0.00020815255823985988
Freq20000_nsam_nw	0.00019450344645715063
Ruimte_d	0.00018279400859763846
Conc_bvnw_ruim_d	0.00017985115490419586
Spec_ev_bvnw_d	0.00017550938568227026
Alg_ww_rel_sit_d	0.00016956021671904288
Wrd_prev_z	0.0001678868342510194
Freq10000_inhwrd_zonder_abw	0.0001677857793347856
Alg_nw_afz_sit_d	0.00016016842651114753
 Plaatsnamen_d	0.00015403228594593145
Conc_ww_p	0.00015349071148383435
Freq2000	0.0001517808572649894
Wrd_freq_log_zn_corr_zonder_abw	0.00014465793658040933
KConj_dz	0.00013977246851007818
Alg_ww_kenn_p	0.00013779528201474697
Emotie_d	0.0001368863178221225
Arg_over_vzin_dz	0.00012061958898973613
Bvnw_d	0.00012057841297884308
Inhwrd_d_zonder_abw	0.00011378915862337639
Lijdv_dz	0.00010967466111220107
Int_d	0.00010824126975431014
Freq20000_inhwrd	0.00010640057047168469
Ov_abstr_nw_p	0.00010506145293752486
Conc_nw_ruim_d	0.00010292975585164136
Form_bvnw_d	9.774303059878214e-05
LiNT_niveau1	9.323315335964133e-05
wrd_freq_zn_log	8.73316926796755e-05
Arg_over_buf_dz	7.837730929973402e-05
Concr_ov_nw_p	7.656801671456325e-05
Alg_nw_afz_sit_p	7.243801124964823e-05
Extra_KConj_per_zin	6.880065173232297e-05
Plaats_bvnw_d	6.556817514548482e-05
Lem_freq_zn_log	6.303236361602476e-05
Form_vzg_d	6.15810681207951e-05
Alg_nw_disc_caus_d	6.07558552469488e-05
Subst_conc_nw_p	5.728949568700526e-05
Alg_positief_bvnw_d	5.691404471686904e-05
Spec_negatief_bvnw_d	5.140698054373098e-05
Alg_ev_zr_bvnw_d	5.08965594626934e-05
Freq1000	4.697388974539863e-05
Int_bvbw_d	4.390071412399385e-05
Alg_nw_hand_p	4.295969922404116e-05
Wrd_freq_log	3.44421059142889e-05
Tw_d	2.6192005890564687e-05
Conn_temp_MTLD	2.502552371361551e-05
Conc_tot_d	2.3678845342848692e-05
Ovd_bv_d	2.311683514864236e-05
Ontk_morf_dz	2.2678076679833936e-05
Alg_ww_kenn_d	1.3947835186471443e-05
Causaal_MTLD	1.3503221320278601e-05
Conn_temp_dz	1.013442855477683e-05
Lem_over_buf_d	2.6036157464359277e-06
Alg_nw_rel_sit_p	2.4645913410912276e-07
Ovd_nw_d	0.0
Int_tuss_d	0.0
Afk_zorg_d	0.0
Vzu_d	0.0
Vzu_dz	0.0
Arch_d	0.0
Int_ww_d	0.0
Afk_pol_d	0.0
Form_d	0.0
Form_vgw_d	0.0
Form_vnw_d	0.0
Form_vz_d	0.0
Form_znw_d	0.0
Afk_ov_d	0.0
Afk_ond_d	0.0
Ovd_bv_dz	0.0
Vd_bv_d	0.0
Vd_bv_dz	0.0
Vd_nw_d	0.0
Afk_med_d	0.0
Vd_nw_dz	0.0
Afk_jur_d	0.0
Afk_int_d	0.0
Afk_gen_d	0.0
Afk_d	0.0
Spec_d	0.0
Tuss_d	0.0
Ovd_vrij_dz	0.0
Ovd_vrij_d	0.0
Ovd_nw_dz	0.0
Infin_nw_dz	0.0
Par_per_doc	0.0
Infin_bv_dz	0.0
Voed_verz_nw_p	0.0
Emotie_MTLD	0.0
Causaal_d	0.0
Conn_caus_dz	0.0
Conn_comp_MTLD	0.0
Conn_comp_dz	0.0
Conn_contr_d	0.0
Conn_reeks_zin_MTLD	0.0
Zeldz_index	0.0
Meerv_ontk_dz	0.0
Meerv_ontk_d	0.0
Ontk_morf_d	0.0
Ww1_conj	0.0
Bijzin_conj	0.0
Pv_ww1_per_zin	0.0
Bijw_compl_bijzin_los	0.0
Betr_bijzin_los	0.0
Mv_fin_inbed_per_zin	0.0
Freq5000_nsam_nw	0.0
Freq5000_nw	0.0
Samenst3_p	0.0
Samenst3_d	0.0
Freq80_Staph	0.0
Inhwrd_prev	0.0
Namen_d	0.0
Namen_p	0.0
Extra_KConj_dz	0.0
Pers_vnw_d	0.0
wrd_freq_log_zn_corr	0.0
Alpino_status	0.0
Subst_conc_nw_d	0.0
Maat_nw_p	0.0
Infin_bv_d	0.0
Maat_nw_d	0.0
Ww_mod_dz	0.0
 Event_namen_d	0.0
 Prod_namen_d	0.0
Org_namen_d	0.0
 Pers_namen_d	0.0
 Pers_namen_p2	0.0
Alg_ww_ontw_p	0.0
Alg_ww_ontw_d	0.0
Alg_ww_disc_caus_p	0.0
Alg_ww_disc_caus_d	0.0
Alg_ww_hand_d	0.0
Alg_ww_p	0.0
Ep_ev_bvnw_d	0.0
Ep_negatief_bvnw_d	0.0
Ep_positief_bvnw_d	0.0
Technisch_bvnw_d	0.0
Waarn_nmens_ov_bvnw_d	0.0
Geluid_bvnw_d	0.0
Kleur_bvnw_d	0.0
Vorm_omvang_bvnw_d	0.0
Waarn_nmens_bvnw_d	0.0
Waarn_mens_bvnw_d	0.0
Alg_nw_ontw_p	0.0
Alg_nw_ontw_d	0.0
Alg_nw_disc_caus_p	0.0
Alg_nw_p	0.0
Gebeuren_abstr_nw_p	0.0
Subst_abstr_nw_d	0.0
Subst_abstr_nw_p	0.0
LiNT_niveau2	0.0
